bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,price
4,1.0,,37238,1.5,0,0,4,7,1740.0,0,1810,18352,470000.0
3,1.75,1340.0,13115,1.0,0,0,3,7,1340.0,0,1370,10800,332000.0
3,3.0,3250.0,5093,2.0,0,3,3,10,3250.0,0,2820,7752,1050000.0
5,2.5,2140.0,15950,1.0,0,2,4,8,1370.0,770,2600,14273,621500.0
4,3.5,3420.0,49223,2.0,0,0,3,9,3420.0,0,3580,49223,679000.0
4,2.0,2660.0,8160,1.0,0,0,4,7,,1280,1660,8160,635000.0
3,2.5,2420.0,8856,1.0,0,3,3,9,1620.0,800,2650,9750,755000.0
4,2.25,1960.0,14834,1.0,0,0,4,8,,630,1540,15000,474000.0
3,1.75,1490.0,8366,1.0,0,0,4,7,1010.0,480,1490,7469,234000.0
4,2.5,2790.0,7956,2.0,0,0,3,9,2790.0,0,1660,8192,375000.0
4,4.0,2290.0,6250,1.5,0,0,5,7,1690.0,600,1920,4335,661254.0
2,1.0,1040.0,5700,1.0,0,0,3,6,1040.0,0,1380,5700,270000.0
4,2.5,2470.0,2550,3.0,0,0,3,8,2470.0,0,1270,3060,735000.0
4,3.5,2690.0,5564,2.0,0,0,3,7,2690.0,0,2210,4046,359950.0
1,1.0,550.0,5700,1.0,0,0,2,6,550.0,0,1100,4560,290000.0
4,3.25,3520.0,5250,2.0,0,0,3,9,3520.0,0,3220,5781,795000.0
2,1.75,2120.0,6350,1.0,0,0,4,6,1440.0,680,1590,6350,300000.0
3,1.0,1540.0,37950,1.0,0,0,4,7,1090.0,450,1820,24375,429000.0
2,1.0,1040.0,9100,1.0,0,0,4,7,1040.0,0,1950,13228,227000.0
4,1.0,1760.0,8906,1.0,0,0,3,7,,530,1180,10407,365000.0
4,2.5,2520.0,2600,2.0,0,0,5,8,1670.0,850,2290,3600,1130000.0
3,2.25,1560.0,8570,1.0,0,0,5,7,,480,2660,9621,1100000.0
3,1.75,1680.0,9769,1.0,0,0,3,8,1340.0,340,1730,9686,265000.0
3,1.75,1970.0,7972,1.0,0,3,5,8,1370.0,600,2460,9796,501000.0
3,1.75,2080.0,7800,1.0,0,0,5,7,1220.0,860,1770,7860,365000.0
4,2.5,2840.0,4750,2.0,0,0,3,9,2840.0,0,2460,4750,525000.0
3,2.5,2480.0,6112,2.0,0,0,3,7,2480.0,0,3220,6727,340000.0
3,1.75,1700.0,8400,1.0,0,0,3,8,1460.0,240,2010,7000,750000.0
4,1.0,2170.0,12100,1.0,0,0,5,7,2170.0,0,1270,12844,565000.0
4,2.5,3130.0,60467,,0,0,3,9,3130.0,0,2780,44224,685530.0
2,1.0,1390.0,5544,1.0,0,0,3,7,930.0,460,1710,6200,510000.0
3,2.5,1330.0,1064,3.0,0,0,3,8,1330.0,0,1330,1113,375000.0
4,2.5,2170.0,11511,2.0,0,0,3,8,2170.0,0,1900,8961,377000.0
3,2.0,1610.0,7575,1.0,0,0,4,7,1110.0,500,1920,8400,197400.0
5,3.25,4475.0,6642,2.0,0,0,3,9,4475.0,0,3720,6633,1040000.0
4,2.5,1660.0,6724,2.0,0,0,3,7,1660.0,0,1544,6054,255000.0
3,1.75,1130.0,5111,1.0,0,0,4,7,930.0,200,1360,4424,565000.0
4,2.0,1350.0,7255,1.0,0,0,4,7,1350.0,0,1050,7288,400000.0
3,1.0,1160.0,8320,1.0,0,0,4,7,1160.0,0,1480,7800,201500.0
3,2.5,2040.0,14071,2.0,0,0,3,7,2040.0,0,1890,14040,330000.0
3,2.5,2700.0,8444,2.0,0,0,3,10,2700.0,0,2840,9165,765000.0
4,2.5,2950.0,43560,1.0,0,2,4,9,2550.0,400,3260,41016,1870000.0
3,2.25,2210.0,7916,2.0,0,0,3,8,2210.0,0,1450,7955,500000.0
3,3.5,4500.0,21870,2.0,0,0,3,10,4500.0,0,4670,23058,785000.0
4,2.5,2310.0,5362,2.0,0,4,4,8,2010.0,300,2530,5960,921000.0
4,1.75,3280.0,35160,1.0,0,0,3,7,2080.0,1200,2510,31331,605000.0
3,1.75,2100.0,8298,1.0,0,0,4,7,1230.0,870,1700,10830,335000.0
3,3.25,3330.0,15093,2.5,0,0,3,9,3330.0,0,4340,20031,950000.0
5,2.5,2500.0,7200,1.0,0,0,4,7,1490.0,1010,1960,8325,661500.0
3,2.5,2790.0,53143,2.0,0,0,4,9,2790.0,0,2740,47916,815000.0
4,1.0,1020.0,11383,1.5,0,0,5,6,1020.0,0,1290,11213,364000.0
4,2.5,1970.0,7098,2.0,0,0,3,7,1970.0,0,1970,5361,347500.0
3,1.5,1170.0,1174,2.0,0,0,3,7,840.0,330,1170,2537,275000.0
3,1.75,2140.0,5808,1.0,0,1,3,7,1070.0,1070,1930,5808,620000.0
3,1.0,1400.0,8710,1.0,0,0,4,7,1400.0,0,1460,8710,380000.0
2,1.5,900.0,5750,1.0,0,2,3,7,900.0,0,1300,1413,550000.0
3,2.0,1270.0,10713,1.0,0,0,4,7,1270.0,0,1620,8250,435000.0
5,3.25,3480.0,6507,2.0,0,0,3,9,3480.0,0,3360,5398,864327.0
2,1.0,2160.0,12960,1.0,0,0,3,7,1360.0,800,2070,12960,305000.0
3,1.75,1120.0,10187,1.0,0,0,3,7,1120.0,0,1900,8736,240415.0
3,2.5,1440.0,3800,2.0,0,0,3,7,1440.0,0,1890,3819,269000.0
4,2.5,2050.0,6705,1.0,0,0,4,7,1230.0,820,1610,7292,479000.0
4,1.0,1660.0,6075,1.5,0,0,5,7,1660.0,0,1810,5400,680000.0
5,3.0,2230.0,8560,1.0,0,0,3,8,1150.0,1080,2040,8560,750000.0
4,1.75,,2788,1.0,0,0,4,6,890.0,890,1760,5664,442900.0
3,1.75,1470.0,8925,1.0,0,0,4,7,1470.0,0,1430,9282,239000.0
3,1.0,960.0,3844,1.0,0,0,3,7,960.0,0,1020,3844,345000.0
4,2.75,3230.0,12651,2.0,0,0,4,8,3230.0,0,2550,12081,409000.0
2,1.0,920.0,5250,1.0,0,0,4,6,920.0,0,1210,5250,200000.0
4,4.5,6640.0,53330,2.0,0,0,3,12,6640.0,0,4620,68625,1820000.0
3,1.75,1560.0,8968,1.0,0,0,4,8,1560.0,0,1990,8034,450000.0
3,2.0,1830.0,3500,1.5,0,0,5,7,1290.0,540,1530,4000,554000.0
3,3.0,1740.0,1100,3.0,0,0,3,8,1740.0,0,1370,1180,590000.0
4,2.75,2870.0,8625,1.0,0,1,4,8,1860.0,1010,2430,8479,700000.0
4,1.75,1710.0,10440,1.0,0,0,4,7,1710.0,0,1480,10440,525000.0
3,2.0,1470.0,16500,1.0,0,0,3,7,1470.0,0,1720,14406,300000.0
3,1.75,1950.0,17400,,0,0,3,7,1210.0,740,1900,17250,484000.0
3,1.5,1560.0,20251,1.0,0,0,5,7,1200.0,360,1560,19119,577000.0
5,3.0,3040.0,6604,2.0,0,0,3,9,3040.0,0,1650,6825,538900.0
2,2.5,2720.0,26761,2.0,1,4,3,7,2720.0,0,1870,12396,985000.0
4,2.5,2290.0,4450,2.0,0,0,3,9,2290.0,0,2570,5096,540000.0
3,1.0,1650.0,10075,1.0,0,0,3,7,1170.0,480,1690,8125,355000.0
5,2.5,3190.0,8160,2.0,0,0,3,9,3190.0,0,1650,8160,865000.0
3,2.5,1940.0,10800,1.0,0,0,3,8,1340.0,600,2080,9600,432500.0
4,2.25,2530.0,9200,1.0,0,0,5,9,1570.0,960,3030,9400,902000.0
3,3.5,3690.0,8837,2.0,0,0,3,10,3690.0,0,3690,9585,725000.0
3,2.5,1680.0,11312,1.0,0,0,3,7,1080.0,600,1390,10700,330000.0
3,2.25,1450.0,1445,2.0,0,0,3,7,980.0,470,1510,1370,482500.0
4,2.25,2210.0,8862,1.0,0,0,4,8,1270.0,940,2030,8862,465000.0
1,1.0,620.0,8685,1.0,0,0,4,5,620.0,0,1300,12150,175000.0
3,3.0,2090.0,7440,1.5,0,0,5,7,1290.0,800,1570,4960,700000.0
4,3.0,2910.0,8540,2.0,0,0,3,9,2910.0,0,3040,6091,701000.0
3,2.5,,12753,2.0,0,0,3,7,2370.0,0,2280,16808,499950.0
3,1.75,1680.0,6108,1.0,0,0,3,8,1680.0,0,2220,5664,366000.0
4,2.5,2240.0,7350,2.0,0,0,3,9,2240.0,0,2200,8017,689000.0
3,2.0,1940.0,6440,1.0,0,2,5,7,970.0,970,1730,4640,651000.0
4,3.5,4870.0,39190,2.0,0,0,3,12,4870.0,0,5000,33880,1840000.0
3,1.5,2100.0,67269,1.0,0,0,4,7,1220.0,880,1610,15999,480000.0
3,2.5,1980.0,39932,2.0,0,0,3,8,1980.0,0,2610,12769,442000.0
4,1.0,1080.0,26114,1.5,0,0,5,5,1080.0,0,1720,20360,275000.0
2,1.5,1050.0,3419,2.0,0,0,3,7,1050.0,0,1050,3417,163500.0
4,2.5,1613.0,4338,2.0,0,0,3,7,1613.0,0,1427,4341,279500.0
4,1.75,2660.0,11315,2.0,0,0,4,8,2660.0,0,1980,11315,557000.0
3,1.75,1540.0,10545,2.0,0,0,4,6,1540.0,0,1540,10000,273000.0
4,2.75,2530.0,7350,1.0,0,0,5,8,1280.0,1250,2280,7350,354950.0
3,3.5,1500.0,1249,2.0,0,0,3,8,1240.0,260,1440,1850,489000.0
4,1.75,2330.0,8364,1.0,0,0,4,8,2330.0,0,2180,9630,390000.0
2,1.0,670.0,6300,1.0,0,0,5,6,670.0,0,760,6300,279000.0
2,1.0,1190.0,6200,1.0,0,0,3,7,1190.0,0,1470,7800,295950.0
5,3.0,3670.0,10583,1.0,0,0,5,8,2060.0,1610,2720,13865,569000.0
3,2.5,3040.0,5326,2.0,0,0,3,9,3040.0,0,3040,5442,500000.0
2,1.0,1380.0,5000,1.5,0,2,3,5,1380.0,0,1500,5000,795000.0
6,3.25,3870.0,24700,2.0,0,0,3,10,2520.0,1350,2360,30030,1130000.0
3,1.0,1280.0,9775,1.0,0,0,3,6,1280.0,0,1230,8750,215000.0
3,1.0,1010.0,9576,1.0,0,0,4,7,1010.0,0,1540,9576,201700.0
3,2.25,1320.0,963,2.0,0,0,3,7,1040.0,280,1300,1285,255000.0
4,2.5,2320.0,5375,2.0,0,0,3,7,2320.0,0,2060,5395,451000.0
2,1.0,1790.0,15783,1.0,0,0,4,8,1360.0,430,1790,7494,560000.0
2,1.0,710.0,4240,1.0,0,0,4,6,710.0,0,850,5200,271000.0
2,1.0,1150.0,6835,1.0,0,1,3,7,1010.0,140,1150,6561,425000.0
3,1.0,1530.0,19007,1.0,0,0,4,8,1290.0,240,2090,20962,439000.0
4,2.5,1830.0,8601,2.0,0,0,3,7,1830.0,0,1830,5184,339000.0
1,1.0,850.0,8050,1.0,0,0,2,6,850.0,0,1590,5180,490000.0
3,1.75,1710.0,7320,1.0,0,0,3,7,1710.0,0,2260,8839,463000.0
3,2.5,2070.0,3599,2.0,0,0,3,8,2070.0,0,2070,6844,575000.0
3,1.0,1170.0,6700,1.0,0,0,3,8,1170.0,0,2410,7620,415000.0
1,2.25,1940.0,2550,2.0,0,0,4,7,1100.0,840,1580,5100,315000.0
5,3.5,3260.0,58806,2.0,0,0,4,8,3260.0,0,1810,17927,568450.0
4,2.5,2480.0,5000,2.0,0,0,3,7,2480.0,0,2410,5000,599000.0
3,3.5,1820.0,1501,2.0,0,0,3,8,1430.0,390,1550,1501,499950.0
1,1.0,660.0,2600,1.0,0,0,3,6,660.0,0,1560,5445,250000.0
1,1.0,670.0,7957,1.0,0,0,4,6,670.0,0,1600,7957,118000.0
3,1.5,1020.0,11410,1.0,0,0,3,7,1020.0,0,1290,8400,255000.0
4,2.25,2160.0,5600,1.0,0,0,5,7,1080.0,1080,1850,5150,756000.0
3,1.75,1220.0,1450,1.0,0,0,3,6,620.0,600,1660,2960,385000.0
4,2.5,2330.0,31705,2.0,0,0,4,8,2330.0,0,2460,36600,630000.0
4,3.5,4270.0,12305,2.0,0,2,3,10,4270.0,0,4190,13137,1160000.0
4,2.5,2450.0,55387,2.0,0,0,3,9,2450.0,0,2730,38827,620000.0
4,2.25,2270.0,9464,1.5,0,0,4,7,1520.0,750,1770,9464,479000.0
4,3.5,4140.0,13392,2.0,0,0,3,11,4140.0,0,4140,11529,950000.0
3,2.25,2540.0,9961,1.0,0,0,4,8,1320.0,1220,1870,10251,299000.0
5,2.0,1940.0,6000,1.0,0,0,5,7,970.0,970,1700,6000,580000.0
6,2.25,2660.0,13579,2.0,0,0,3,7,2660.0,0,1120,8242,730000.0
2,2.5,2320.0,9311,1.0,0,0,3,8,2320.0,0,1680,4765,694000.0
5,2.0,2110.0,7919,1.0,0,0,3,7,1110.0,1000,1590,5250,280000.0
3,2.5,2200.0,34680,2.0,0,0,3,9,2200.0,0,2560,35840,424000.0
3,1.0,1530.0,15975,1.0,0,0,3,7,970.0,560,1540,15975,279000.0
3,1.75,1880.0,12821,1.0,0,0,3,7,1880.0,0,1540,12868,389800.0
3,1.75,2330.0,9652,1.0,0,0,4,8,1590.0,740,2420,9631,680000.0
6,1.75,2490.0,8732,1.5,0,0,4,8,2490.0,0,1840,8024,470000.0
3,3.0,2880.0,3750,2.0,0,0,3,9,2220.0,660,1910,4000,1000000.0
3,2.25,2780.0,31510,2.0,0,0,3,8,2780.0,0,2890,36400,666000.0
4,2.5,2110.0,10100,1.0,0,2,3,8,2110.0,0,2230,10100,981000.0
5,3.5,3230.0,7560,2.0,0,0,3,10,3230.0,0,3230,8580,1080000.0
4,2.5,2320.0,4000,1.5,0,0,5,8,1510.0,810,1490,4500,518000.0
4,3.75,4610.0,40202,1.0,0,0,4,10,2500.0,2110,3050,41056,630000.0
2,2.0,1680.0,5756,2.0,0,0,4,7,1680.0,0,1340,5447,210000.0
4,2.75,2200.0,5207,1.0,0,0,5,7,1120.0,1080,1210,6008,370000.0
4,1.75,1510.0,9176,1.0,0,0,5,7,1510.0,0,1480,9176,402000.0
4,2.5,2330.0,9928,2.0,0,0,3,8,2330.0,0,2430,8175,471000.0
3,2.0,720.0,7598,,0,0,5,6,720.0,0,1080,7209,300000.0
4,1.0,1940.0,9533,1.0,0,0,3,7,1080.0,860,1940,8839,265000.0
2,2.0,1370.0,3827,1.0,0,0,3,7,1020.0,350,1550,5102,535000.0
3,2.5,1470.0,3000,1.0,0,0,3,7,930.0,540,1470,5588,435000.0
3,2.0,1670.0,4572,1.5,0,0,3,8,1670.0,0,1480,4890,585000.0
3,2.5,3420.0,25150,1.0,0,0,4,10,1750.0,1670,2900,19604,789900.0
3,1.75,1670.0,10798,1.0,0,0,4,8,1670.0,0,2290,10798,550000.0
4,2.5,3120.0,7448,2.0,0,0,3,9,3120.0,0,2980,8102,444900.0
2,1.75,1430.0,7921,1.0,0,0,3,7,1430.0,0,1290,8040,350000.0
3,1.75,1380.0,7500,1.0,0,0,3,7,1380.0,0,1530,7500,240000.0
3,2.5,1810.0,4332,2.0,0,0,3,8,1810.0,0,1740,4332,517500.0
3,1.75,2130.0,20423,1.0,0,0,3,9,2130.0,0,2370,20875,667500.0
3,1.0,1330.0,8912,1.0,0,0,3,6,1330.0,0,1200,8913,234999.0
4,3.25,2880.0,35315,1.0,0,0,3,11,2270.0,610,1910,167378,845000.0
3,1.0,1120.0,8549,1.0,0,0,3,7,1120.0,0,1440,8640,750000.0
3,1.75,1570.0,6975,1.0,0,0,3,7,1040.0,530,1280,7813,359950.0
3,2.25,2440.0,47916,2.0,0,0,3,8,2090.0,350,2150,24000,485000.0
2,1.0,960.0,4920,1.0,0,0,3,6,960.0,0,1010,5040,280000.0
4,2.25,2450.0,62290,2.0,0,0,3,8,2450.0,0,2450,41181,510000.0
2,2.5,1700.0,2513,2.0,0,0,3,8,1700.0,0,1760,2891,378000.0
3,1.0,990.0,8840,1.0,0,0,3,6,990.0,0,1120,8625,222000.0
3,1.0,960.0,5512,1.0,0,0,4,6,960.0,0,1090,5837,225000.0
3,1.75,1260.0,15000,1.5,0,0,4,7,1260.0,0,2400,21715,204555.0
4,2.0,1640.0,7200,1.0,0,0,5,6,820.0,820,1640,8200,299999.0
3,1.0,990.0,7520,1.0,0,0,4,7,990.0,0,990,7440,222000.0
5,2.5,2160.0,7737,2.0,0,0,3,7,2160.0,0,2460,7737,480000.0
3,2.5,2250.0,7294,2.0,0,0,3,8,2250.0,0,2140,7363,308900.0
2,1.0,960.0,6700,1.0,0,0,3,7,960.0,0,1350,6700,395000.0
3,2.5,2130.0,3500,1.0,0,0,4,8,1210.0,920,2030,3710,534640.0
4,3.5,4440.0,10660,2.0,0,0,3,11,4440.0,0,4390,9976,1040000.0
3,1.5,1090.0,10454,1.0,0,0,3,6,1090.0,0,1230,12196,200000.0
3,3.0,2350.0,1620,2.0,0,0,3,9,1560.0,790,2000,4380,1200000.0
2,1.0,740.0,9003,1.0,0,0,3,5,740.0,0,1230,8050,157500.0
3,2.5,2680.0,7836,2.0,0,0,3,8,2680.0,0,2340,8040,350000.0
5,3.5,4010.0,8510,2.0,0,1,5,9,2850.0,1160,2610,6128,1400000.0
3,3.0,2500.0,6000,2.0,0,0,3,8,2500.0,0,2130,6000,432500.0
3,3.0,1520.0,4080,2.0,0,0,5,7,1520.0,0,1320,4080,495000.0
3,1.5,1490.0,4400,1.5,0,0,4,7,1490.0,0,1560,4400,670000.0
3,2.5,1981.0,5700,2.0,0,0,3,8,1981.0,0,1981,5894,303700.0
4,2.5,2450.0,27081,2.0,0,0,3,8,2450.0,0,2630,12025,729000.0
4,2.0,1760.0,7800,1.0,0,0,3,8,1760.0,0,1950,7800,690000.0
3,1.75,1300.0,9856,1.0,0,0,4,7,1300.0,0,1400,9600,242000.0
3,2.0,1680.0,8487,1.0,0,0,3,7,1680.0,0,2080,8560,305000.0
3,2.25,1590.0,926,3.0,0,0,3,8,1590.0,0,1640,1321,484950.0
2,1.0,710.0,6732,1.0,0,0,5,6,710.0,0,710,6720,299000.0
1,1.0,1090.0,32010,1.0,0,0,4,6,1090.0,0,1870,25346,598800.0
4,1.75,1400.0,7920,1.0,0,0,3,7,1400.0,0,1910,7700,259950.0
5,3.5,4170.0,9090,2.0,0,0,3,10,4170.0,0,1930,13635,1450000.0
2,1.75,1440.0,5680,1.0,0,0,4,8,1440.0,0,1320,3547,210000.0
6,2.5,3880.0,5700,2.0,0,0,3,7,3880.0,0,2620,5070,635000.0
3,1.75,2290.0,8234,1.0,0,0,4,7,1250.0,1040,1660,7200,367950.0
4,3.5,3040.0,8414,2.0,0,0,3,9,2420.0,620,3470,8066,684000.0
3,2.5,1560.0,4200,2.0,0,0,3,7,1560.0,0,1560,4200,269000.0
3,2.5,2550.0,7200,2.0,0,2,3,10,2550.0,0,2030,3500,1400000.0
3,1.75,2650.0,7378,1.0,0,0,3,7,1460.0,1190,1600,7616,340000.0
3,1.0,1120.0,6625,1.0,0,0,3,6,1120.0,0,1120,6794,228950.0
4,2.5,3520.0,8095,2.0,0,0,3,9,3520.0,0,2460,4676,760000.0
3,1.0,1050.0,5000,1.0,0,0,4,6,1050.0,0,1050,5200,200000.0
4,3.0,2480.0,9238,1.0,0,0,5,7,2050.0,430,1820,12214,455000.0
4,1.75,1900.0,22896,1.5,0,0,3,7,1360.0,540,1300,8960,257000.0
2,1.75,1370.0,5125,1.0,0,0,5,6,1370.0,0,1200,5100,409950.0
3,1.0,1220.0,5038,1.0,0,0,5,6,1220.0,0,1140,5038,250000.0
4,1.75,1630.0,5750,1.0,0,0,3,7,1160.0,470,1640,5750,575000.0
4,2.5,2570.0,8178,1.0,0,2,3,8,1710.0,860,2050,7500,752000.0
4,1.0,1300.0,1651359,1.0,0,3,4,6,1300.0,0,2560,425581,700000.0
2,1.5,1050.0,934,2.0,0,0,3,8,960.0,90,1470,1885,390000.0
4,3.0,4260.0,18687,2.0,0,0,3,11,4260.0,0,3490,16772,1000000.0
4,2.5,1890.0,4158,2.0,0,0,3,8,1890.0,0,2720,4549,311850.0
2,2.5,1700.0,6635,2.0,0,0,4,8,1700.0,0,1700,6635,407000.0
5,3.25,5790.0,12739,2.0,0,3,3,10,4430.0,1360,5790,13928,1750000.0
3,2.25,1490.0,8722,2.0,0,0,3,7,1490.0,0,1510,8061,230000.0
4,2.5,2650.0,6240,2.0,0,0,3,8,2650.0,0,2640,6524,702000.0
3,1.0,910.0,8000,1.0,0,0,4,6,740.0,170,2090,9007,299950.0
5,2.25,2020.0,8400,1.0,0,0,4,7,1010.0,1010,1890,9233,750000.0
3,2.0,1870.0,5909,1.0,0,0,3,7,1270.0,600,1870,7887,259000.0
2,1.0,,3700,1.0,0,0,3,6,800.0,200,1270,5000,257000.0
3,1.5,1140.0,10300,1.5,0,0,4,6,1140.0,0,1250,9975,234000.0
4,2.5,2180.0,4000,2.0,0,0,3,8,2180.0,0,2660,4000,825000.0
3,2.5,2250.0,7752,2.0,0,0,4,8,2250.0,0,2080,7033,550000.0
4,2.75,3010.0,6854,2.0,0,2,3,9,2570.0,440,1830,2952,625000.0
3,2.0,1430.0,12430,1.0,0,0,4,7,1430.0,0,1200,8250,305000.0
4,2.5,2350.0,5100,2.0,0,0,3,8,2350.0,0,2190,5100,399950.0
3,1.75,1100.0,8662,1.0,0,0,5,7,1100.0,0,1100,9240,421000.0
4,2.5,1770.0,13168,,0,0,3,7,1770.0,0,2050,14859,455000.0
2,1.0,670.0,4640,1.0,0,0,3,6,670.0,0,870,4501,250000.0
3,2.25,1420.0,6600,1.0,0,0,3,7,1160.0,260,1920,7902,364000.0
3,2.5,2280.0,213879,2.0,0,0,3,8,2280.0,0,2380,178160,364250.0
4,2.5,1940.0,3200,2.0,0,0,3,8,1940.0,0,1900,3200,380000.0
3,2.5,2380.0,5017,2.0,0,0,3,9,2380.0,0,2670,6066,652100.0
3,2.0,1400.0,8640,1.0,0,0,5,7,1400.0,0,1270,9375,253400.0
4,1.75,1570.0,7650,1.0,0,0,3,7,1100.0,470,1580,7650,430000.0
5,3.5,2690.0,4800,2.0,0,2,3,8,1930.0,760,2080,4900,690000.0
4,1.0,1620.0,4080,1.5,0,0,3,7,1620.0,0,1760,4080,485000.0
3,2.25,1680.0,7262,1.0,0,0,5,7,1180.0,500,1910,7405,530000.0
3,2.25,2010.0,7447,2.0,0,0,3,8,2010.0,0,2230,7846,500000.0
4,1.0,1540.0,7350,1.0,0,0,4,6,770.0,770,910,8000,160000.0
2,1.5,1090.0,847,3.0,0,0,3,8,1090.0,0,1090,1118,319000.0
4,2.5,2963.0,5797,2.0,0,0,3,9,2963.0,0,2665,6119,325000.0
3,2.25,3070.0,9645,2.0,0,0,3,10,2110.0,960,3130,9450,1200000.0
4,1.75,2780.0,9900,2.0,0,0,4,10,2780.0,0,2600,12000,660000.0
4,2.5,2200.0,5730,2.0,0,0,3,8,2200.0,0,2200,5772,299900.0
5,2.5,2870.0,16238,2.0,0,0,4,8,2870.0,0,2870,16238,1560000.0
2,1.0,840.0,10465,1.0,0,0,3,6,840.0,0,1320,8515,295000.0
4,2.5,1790.0,4358,2.0,0,0,3,7,1790.0,0,1790,4305,260000.0
5,2.75,3130.0,9450,1.0,0,0,4,8,1580.0,1550,1900,9000,302300.0
3,2.5,2460.0,4399,2.0,0,0,3,7,2460.0,0,2060,4399,440500.0
4,2.0,2790.0,8793,1.0,0,0,4,8,1640.0,1150,2400,9286,723000.0
5,2.5,1690.0,2402,1.5,0,0,3,7,990.0,700,1200,4005,515000.0
3,3.75,2050.0,6000,2.0,0,0,5,7,1550.0,500,1780,4000,645000.0
5,2.5,2090.0,8712,1.0,0,0,3,8,1420.0,670,2490,8712,555000.0
5,2.0,1380.0,4300,1.5,0,0,3,7,1380.0,0,1830,3800,462000.0
5,1.75,2220.0,6000,1.5,0,0,3,7,1420.0,800,1550,1715,607500.0
3,1.75,1360.0,13320,1.0,0,0,4,7,1360.0,0,1580,13625,329950.0
4,2.5,2920.0,32219,2.0,0,0,5,10,2920.0,0,3420,37206,795000.0
3,1.75,1620.0,7330,1.0,0,0,4,7,1090.0,530,1380,7191,459000.0
2,1.75,1400.0,4720,1.0,0,0,4,7,820.0,580,1330,6786,483000.0
3,3.0,2940.0,4622,2.0,0,0,4,9,2230.0,710,1580,4000,1070000.0
3,2.5,2540.0,4260,2.0,0,0,3,7,2540.0,0,2190,4260,325000.0
5,3.0,2240.0,19090,1.0,0,0,4,8,1700.0,540,2280,20000,335500.0
4,1.75,1680.0,7800,1.0,0,0,3,7,1330.0,350,1680,7210,451000.0
5,1.75,2360.0,6150,1.0,0,0,5,7,1180.0,1180,2100,5500,871000.0
4,2.25,2500.0,10890,1.0,0,0,5,7,1800.0,700,2500,7467,488000.0
5,2.75,3330.0,12408,1.0,0,0,3,10,1740.0,1590,2780,12000,750000.0
4,2.5,2480.0,91911,1.0,0,2,4,7,1470.0,1010,2540,91911,495000.0
3,2.25,2880.0,7200,1.0,0,0,3,8,1710.0,1170,1880,10200,499950.0
3,2.0,1410.0,10248,1.0,0,0,3,7,1410.0,0,2090,9414,271920.0
4,2.75,2640.0,6240,2.0,0,0,3,9,2640.0,0,2640,5898,650000.0
3,2.5,1670.0,8364,1.0,0,0,4,7,1300.0,370,1490,8143,270000.0
4,2.25,3133.0,16197,2.0,0,0,3,9,2533.0,600,3090,15588,685000.0
4,3.25,3770.0,4103,2.0,0,0,5,9,2710.0,1060,2560,4160,1450000.0
4,1.75,2510.0,5800,1.0,0,2,4,9,1830.0,680,2190,5800,880000.0
3,2.5,2170.0,5500,2.0,0,0,3,8,2170.0,0,2170,5862,606500.0
3,1.75,1490.0,3840,2.0,0,0,3,8,1490.0,0,3450,8500,835000.0
4,2.5,2110.0,13850,2.0,0,0,3,9,2110.0,0,2520,10194,606000.0
2,1.0,940.0,8384,1.0,0,0,3,5,940.0,0,1290,8384,121800.0
4,2.5,2240.0,4800,2.0,0,0,3,8,2240.0,0,2240,5040,331210.0
4,2.75,2990.0,6626,2.0,0,0,3,9,2990.0,0,2910,5533,814950.0
2,1.0,1060.0,3040,1.0,0,0,3,7,860.0,200,1470,3814,480000.0
3,0.75,1240.0,4000,1.0,0,0,4,7,1240.0,0,1460,4000,699999.0
3,2.75,2020.0,10744,1.0,0,0,5,7,1270.0,750,2020,11069,519000.0
6,2.5,2270.0,11970,1.0,0,0,3,7,1470.0,800,2270,10640,435000.0
5,2.0,1910.0,5508,1.0,0,0,3,7,1020.0,890,1030,7440,485000.0
3,2.0,1750.0,2550,1.0,0,0,3,7,1750.0,0,1370,1533,410000.0
3,1.5,1380.0,3031,1.5,0,0,4,7,1380.0,0,1440,4005,549900.0
5,2.5,2710.0,14989,,0,0,3,8,1720.0,990,3180,16624,1190000.0
3,2.5,1990.0,20466,1.5,0,0,4,8,1410.0,580,1660,93393,345000.0
4,2.5,1910.0,7201,1.0,0,0,3,7,1210.0,700,1690,7554,340000.0
3,1.75,1850.0,6869,1.0,0,2,5,6,1100.0,750,1850,10096,459950.0
5,1.75,2250.0,13526,1.0,0,1,3,8,1350.0,900,2580,10078,688000.0
4,1.75,1440.0,4300,1.5,0,0,4,8,1290.0,150,1640,5000,656000.0
4,2.75,2140.0,9920,2.0,0,0,3,8,2140.0,0,2130,9920,354450.0
4,1.0,1320.0,4440,1.5,0,0,3,7,1320.0,0,1260,4440,387500.0
4,2.0,2070.0,10800,2.0,0,0,3,7,2070.0,0,1880,10800,400000.0
5,4.75,5990.0,10450,2.0,1,4,3,11,4050.0,1940,3330,14810,2200000.0
5,1.5,1550.0,9750,1.0,0,0,4,7,1550.0,0,1970,9750,510000.0
6,2.75,2980.0,5000,1.5,0,0,3,7,2480.0,500,1470,5000,775000.0
3,2.5,2110.0,4038,2.0,0,0,4,8,2110.0,0,2110,3727,355000.0
3,3.25,1530.0,1602,2.0,0,0,3,8,1140.0,390,1450,1198,320000.0
